dateid,CalendarDate,CalendarQuarter,YearMonth,SubsidiaryCode,SubsidiaryName,TPId,TPNamee,DeviceName,PFAMName,ProductPartNbr, SellThruQTY , SellinQTY 
6/4/2017,6/4/2017,2017-Q2,201706,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 66 , -   
1/17/2018,1/17/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 24 , -   
10/19/2017,10/19/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 4 , -   
8/29/2016,8/29/2016,2016-Q3,201608,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, 133 , 12 
5/16/2019,5/16/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 75 , 147 
3/2/2017,3/2/2017,2017-Q1,201703,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 28 , -   
4/5/2017,4/5/2017,2017-Q2,201704,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 101 , 234 
12/9/2017,12/9/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 2 , -   
6/12/2018,6/12/2018,2018-Q2,201806,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 31 , 206 
12/15/2018,12/15/2018,2018-Q4,201812,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 32 , -   
9/4/2019,9/4/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 1 , 5 
3/13/2020,3/13/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 23 , -   
10/19/2017,10/19/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 1 , -   
9/15/2018,9/15/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 128GBi5 8GBColorTCBndlDB M1796,KL-0XXXX, 242 , -   
10/5/2017,10/5/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 32 , -   
2/25/2020,2/25/2020,2020-Q1,202002,10,United States,27898,Retailer-1,Device-4,Device-1 i5/16/256,QKKXXXX, 12 , -   
9/19/2018,9/19/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GGXXXX, 2 , -   
12/20/2017,12/20/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 26 , -   
11/20/2017,11/20/2017,2017-Q4,201711,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 2 , -   
7/6/2017,7/6/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 10 , 55 
11/22/2016,11/22/2016,2016-Q4,201611,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 45 , 713 
9/3/2018,9/3/2018,2018-Q3,201809,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 7 , -   
5/19/2019,5/19/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 12 , -   
8/30/2018,8/30/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 4 , -   
12/23/2017,12/23/2017,2017-Q4,201712,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 90 , -   
8/4/2017,8/4/2017,2017-Q3,201708,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 11 , -   
6/25/2017,6/25/2017,2017-Q2,201706,10,United States,27898,Retailer-1,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 6 , -   
12/17/2016,12/17/2016,2016-Q4,201612,10,United States,27898,Retailer-1,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 3 , -   
11/12/2018,11/12/2018,2018-Q4,201811,10,United States,27898,Retailer-1,Device-2,Device-1 R 128GB M 4GB M1796,LGNXXXX, 1 , -   
9/16/2017,9/16/2017,2017-Q3,201709,10,United States,27898,Retailer-1,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 67 , -   
12/12/2019,12/12/2019,2019-Q4,201912,10,United States,27898,Retailer-1,Device-4,Device-1 i5/16/256,QKKXXXX, 10 , -   
11/1/2019,11/1/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 11 , -   
3/23/2020,3/23/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 4 , -   
12/25/2019,12/25/2019,2019-Q4,201912,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 4 , -   
10/17/2018,10/17/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 16 , 104 
11/22/2017,11/22/2017,2017-Q4,201711,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
12/13/2016,12/13/2016,2016-Q4,201612,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 7 , 33 
7/29/2016,7/29/2016,2016-Q3,201607,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 6 , 2 
3/23/2020,3/23/2020,2020-Q1,202003,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 4 , -   
7/6/2019,7/6/2019,2019-Q3,201907,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 1 , -   
12/26/2016,12/26/2016,2016-Q4,201612,10,United States,27898,Retailer-1,Device-1,Device-1 1TB i7 16GB,SU4XXXX, 4 , -   
6/20/2017,6/20/2017,2017-Q2,201706,10,United States,27898,Retailer-1,Device-1,Device-1 1TB i7 16GB,SU4XXXX, 1 , -   
12/30/2018,12/30/2018,2018-Q4,201812,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 3 , -   
9/27/2017,9/27/2017,2017-Q3,201709,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 44 , -   
4/18/2019,4/18/2019,2019-Q2,201904,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 3 , -   
1/2/2019,1/2/2019,2019-Q1,201901,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 1 , -   
7/8/2019,7/8/2019,2019-Q3,201907,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 2 , -   
7/29/2017,7/29/2017,2017-Q3,201707,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 5 , -   
8/9/2018,8/9/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 2 , -   
4/19/2019,4/19/2019,2019-Q2,201904,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 2 , -   
2/27/2018,2/27/2018,2018-Q1,201802,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 6 , -   
2/17/2018,2/17/2018,2018-Q1,201802,10,United States,27898,Retailer-1,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, 1 , -   
8/27/2018,8/27/2018,2018-Q3,201808,10,United States,27898,Retailer-1,Device-1,Device-1 128GBi5 4GB DevNoPen Cover Bndl,DQQXXXX, 1 , -   
2/29/2020,2/29/2020,2020-Q1,202002,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 11 , -   
5/29/2019,5/29/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , 7 
4/16/2020,4/16/2020,2020-Q2,202004,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 6 , -   
11/2/2019,11/2/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 7 , 12 
3/7/2018,3/7/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
12/28/2018,12/28/2018,2018-Q4,201812,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 1 , -   
9/11/2019,9/11/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 3 , -   
10/19/2018,10/19/2018,2018-Q4,201810,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
6/15/2019,6/15/2019,2019-Q2,201906,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, (0), -   
11/27/2018,11/27/2018,2018-Q4,201811,10,United States,27898,Retailer-1,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 7 , -   
11/25/2019,11/25/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , 2 
8/15/2019,8/15/2019,2019-Q3,201908,10,United States,27898,Retailer-1,Device-2,Device-1 128GBi5 8GBColorTCBndlDB M1796,KL-0XXXX, 1 , -   
1/19/2017,1/19/2017,2017-Q1,201701,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, 1 , -   
7/24/2016,7/24/2016,2016-Q3,201607,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 4 , -   
12/29/2019,12/29/2019,2019-Q4,201912,10,United States,27898,Retailer-1,Device-4,Device-1 i5/16/256,QKKXXXX, 1 , -   
2/7/2019,2/7/2019,2019-Q1,201902,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
11/5/2019,11/5/2019,2019-Q4,201911,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/512 GPU,FUXXXXX, 1 , 2 
11/20/2015,11/20/2015,2015-Q4,201511,10,United States,27898,Retailer-1,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, -   , 493 
5/11/2016,5/11/2016,2016-Q2,201605,10,United States,27898,Retailer-1,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, -   ," 1,082 "
12/7/2015,12/7/2015,2015-Q4,201512,10,United States,27898,Retailer-1,Device-1,Device-1 128GB M 4GB,SU3XXXX, -   , 46 
5/3/2019,5/3/2019,2019-Q2,201905,10,United States,27898,Retailer-1,Device-2,Device-1 LTE 256GB i5 8GB M1807,GWMXXXX, 1 , 44 
1/16/2019,1/16/2019,2019-Q1,201901,10,United States,27898,Retailer-1,Device-3,Device-1 i5/8/128 DB,-0MUXXXX, 33 , -   
8/19/2016,8/19/2016,2016-Q3,201608,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 16GB Commer EDU Bundle,U2MXXXX, 1 , -   
8/2/2016,8/2/2016,2016-Q3,201608,10,United States,47922,Retailer-3,Device-1,Device-1 512GB i7 16GB Commer,TN3XXXX, 2 , -   
8/24/2016,8/24/2016,2016-Q3,201608,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i5 8GB Commer,7AXXXXX, 2 , -   
7/29/2016,7/29/2016,2016-Q3,201607,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 16GB Commer,T-05XXXX, 1 , -   
10/26/2018,10/26/2018,2018-Q4,201810,10,United States,47922,Retailer-3,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 2 , -   
2/5/2019,2/5/2019,2019-Q1,201902,10,United States,47922,Retailer-3,Device-2,Device-1 128GB M 4GB Comm M1796,FJSXXXX, 1 , -   
12/31/2018,12/31/2018,2018-Q4,201812,10,United States,47922,Retailer-3,Device-2,Device-1 LTE 256GB i5 8GB Comm M1807,GWPXXXX, 1 , -   
12/10/2018,12/10/2018,2018-Q4,201812,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i7 8G Comm M1796,FKGXXXX, 0 , -   
6/14/2018,6/14/2018,2018-Q2,201806,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 3 , -   
8/15/2018,8/15/2018,2018-Q3,201808,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, (1), -   
5/29/2019,5/29/2019,2019-Q2,201905,10,United States,47922,Retailer-3,Device-2,Device-1 512GB i7 16GBComm TAA M1796,-0EWXXXX, 1 , -   
3/8/2019,3/8/2019,2019-Q1,201903,10,United States,47922,Retailer-3,Device-2,Device-1256GBi5 8GB TC BndlM1796 CMMR,PFPXXXX, 1 , -   
12/16/2019,12/16/2019,2019-Q4,201912,10,United States,47922,Retailer-3,Device-2,Device-1 LTE 128GB i5 4GB Comm M1807,GWLXXXX, 7 , -   
2/5/2019,2/5/2019,2019-Q1,201902,10,United States,47922,Retailer-3,Device-2,Device-1 512GB i7 16GB Comm M1796,FKJXXXX, -   , -   
5/4/2017,5/4/2017,2017-Q2,201705,10,United States,47922,Retailer-3,Device-1,Device-1 512GB i7 16GB Commer,TN3XXXX, 0 , -   
7/7/2017,7/7/2017,2017-Q3,201707,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i5 8GB Commer,7AXXXXX, 0 , -   
9/29/2016,9/29/2016,2016-Q3,201609,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i5 8GB Commer,7AXXXXX, 1 , -   
9/8/2017,9/8/2017,2017-Q3,201709,10,United States,47922,Retailer-3,Device-1,Device-1 512GBi7 16GB CommCOMPLT EDUBndl,*!XPXXXX, 0 , -   
2/20/2018,2/20/2018,2018-Q1,201802,10,United States,47922,Retailer-3,Device-2,Device-1 256GB i5 8GB Comm M1796,FJYXXXX, 3 , -   
4/28/2017,4/28/2017,2017-Q2,201704,10,United States,47922,Retailer-3,Device-1,Device-1 512GB i7 16GB Commer Bundle,6DWXXXX, 0 , -   
2/28/2017,2/28/2017,2017-Q1,201702,10,United States,47922,Retailer-3,Device-1,Device-1 1TB i7 16GB Commer,SV4XXXX, 0 , -   
10/18/2015,10/18/2015,2015-Q4,201510,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, -   , 25 
12/10/2015,12/10/2015,2015-Q4,201512,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, -   , 18 
12/21/2015,12/21/2015,2015-Q4,201512,10,United States,47922,Retailer-3,Device-1,Device-1 256GB i7 16GB,T-02XXXX, -   , 7 
6/1/2018,6/1/2018,2018-Q2,201806,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 4 , -   
2/13/2020,2/13/2020,2020-Q1,202002,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 0 , -   
3/14/2019,3/14/2019,2019-Q1,201903,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 10 , -   
10/15/2017,10/15/2017,2017-Q4,201710,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 5 , -   
12/10/2019,12/10/2019,2019-Q4,201912,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 4 , -   
7/13/2018,7/13/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 8GB M1796,KJRXXXX, 2 , -   
9/1/2016,9/1/2016,2016-Q3,201609,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 1 , 16 
9/6/2017,9/6/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 14 , -   
4/28/2018,4/28/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 4GB M1796,FJTXXXX, 7 , -   
7/27/2016,7/27/2016,2016-Q3,201607,75,Canada,5976026,Retailer-4,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 0 , -   
10/17/2019,10/17/2019,2019-Q4,201910,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 6 , -   
2/7/2020,2/7/2020,2020-Q1,202002,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 6 , -   
2/9/2019,2/9/2019,2019-Q1,201902,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MW-00002, 0 , -   
1/3/2018,1/3/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 5 , -   
6/12/2019,6/12/2019,2019-Q2,201906,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 1 , 8 
2/18/2018,2/18/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 1 , -   
6/2/2019,6/2/2019,2019-Q2,201906,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 0 , -   
11/21/2019,11/21/2019,2019-Q4,201911,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 0 , -   
11/26/2018,11/26/2018,2018-Q4,201811,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 2 , -   
8/19/2018,8/19/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-2,Device-1 512GB i7 16GB M1796,FK-0XXXX, 0 , -   
7/11/2019,7/11/2019,2019-Q3,201907,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4-00002, 0 , -   
10/14/2018,10/14/2018,2018-Q4,201810,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 8GB Demo M1796,FN-0XXXX, 1 , -   
8/31/2019,8/31/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 0 , 1 
3/7/2020,3/7/2020,2020-Q1,202003,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 4 , -   
6/14/2018,6/14/2018,2018-Q2,201806,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 0 , -   
3/3/2019,3/3/2019,2019-Q1,201903,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256 Demo,JE-0XXXX, 0 , -   
5/6/2017,5/6/2017,2017-Q2,201705,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 0 , -   
3/21/2017,3/21/2017,2017-Q1,201703,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 16GB,T-02XXXX, 4 , -   
1/7/2018,1/7/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 1 , -   
1/4/2018,1/4/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MW-00002, 0 , -   
3/6/2019,3/6/2019,2019-Q1,201903,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0-00002, 0 , -   
6/26/2018,6/26/2018,2018-Q2,201806,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, -   , 1 
9/16/2016,9/16/2016,2016-Q3,201609,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 16GB,T-02XXXX, -   , 8 
9/8/2016,9/8/2016,2016-Q3,201609,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 0 , 1 
7/21/2017,7/21/2017,2017-Q3,201707,75,Canada,5976026,Retailer-4,Device-2,Device-1 1TB i7 16GB M1796,FKKXXXX, -   , 3 
8/14/2019,8/14/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGU-00002, 1 , -   
1/28/2020,1/28/2020,2020-Q1,202001,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 1 , -   
1/26/2019,1/26/2019,2019-Q1,201901,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 1 , -   
8/23/2018,8/23/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 0 , -   
2/4/2018,2/4/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 0 , -   
6/11/2018,6/11/2018,2018-Q2,201806,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 2 , -   
11/29/2019,11/29/2019,2019-Q4,201911,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 0 , -   
3/6/2018,3/6/2018,2018-Q1,201803,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB M4GB BlackTCBndl M1796,-0GG-00018, 1 , -   
2/22/2017,2/22/2017,2017-Q1,201702,75,Canada,5976026,Retailer-4,Device-1,Device-1 512GB i7 16GB,T-04XXXX, 1 , -   
4/12/2018,4/12/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 1 , -   
9/4/2017,9/4/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 1 , -   
8/26/2019,8/26/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4XXXX, 1 , -   
11/22/2019,11/22/2019,2019-Q4,201911,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB B SKU NoPen Comm,KGMXXXX, 32 , -   
9/6/2017,9/6/2017,2017-Q3,201709,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB M 4GB,SU3XXXX, 1 , -   
8/13/2017,8/13/2017,2017-Q3,201708,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 1 , -   
9/15/2019,9/15/2019,2019-Q3,201909,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
1/20/2018,1/20/2018,2018-Q1,201801,10,United States,27898,Retailer-1,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
3/13/2018,3/13/2018,2018-Q1,201803,10,United States,27898,Retailer-1,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
11/16/2017,11/16/2017,2017-Q4,201711,10,United States,27898,Retailer-1,Device-2,Device-1 128GB M 4GB M1796,FJRXXXX, 1 , -   
4/9/2019,4/9/2019,2019-Q2,201904,10,United States,27898,Retailer-1,Device-2,Device-1 256GB i7 8G M1796,FJZXXXX, 1 , -   
11/3/2018,11/3/2018,2018-Q4,201811,10,United States,27898,Retailer-1,Device-2,Device-1 128GBi5 8GBColorTCBndlDB M1796,KL-0XXXX, 1 , -   
10/29/2017,10/29/2017,2017-Q4,201710,10,United States,27898,Retailer-1,Device-1,Device-1 128GBi5 4GB DevNoPen Cover Bndl,DQQXXXX, 0 , -   
1/3/2018,1/3/2018,2018-Q1,201801,75,Canada,5924114,Retailer-2,Device-3,Device-1 i5/8/256,-0MWXXXX, 1 , -   
11/25/2016,11/25/2016,2016-Q4,201611,75,Canada,5924114,Retailer-2,Device-1,Device-1 128GB M 4GB,SU3XXXX, 28 , -   
2/3/2018,2/3/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/1TB GPU,-0NNXXXX, 1 , -   
12/10/2017,12/10/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 1 , -   
4/23/2018,4/23/2018,2018-Q2,201804,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 1 , -   
8/4/2019,8/4/2019,2019-Q3,201908,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 3 , -   
12/9/2017,12/9/2017,2017-Q4,201712,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NLXXXX, 0 , -   
8/31/2018,8/31/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MW-00002, 1 , -   
8/24/2018,8/24/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MW-00002, 0 , 2 
6/16/2018,6/16/2018,2018-Q2,201806,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 1 , -   
1/30/2018,1/30/2018,2018-Q1,201801,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5/8/256,-0MWXXXX, 1 , -   
10/12/2016,10/12/2016,2016-Q4,201610,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i5 8GB,*!R3XXXX, 0 , -   
8/3/2017,8/3/2017,2017-Q3,201708,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 2 , -   
4/7/2017,4/7/2017,2017-Q2,201704,75,Canada,5976026,Retailer-4,Device-1,Device-1 128GB i5 4GB,*!R5XXXX, 14 , -   
2/21/2018,2/21/2018,2018-Q1,201802,75,Canada,5976026,Retailer-4,Device-2,Device-1 256GB i5 8GB M1796,FJXXXXX, 7 , -   
4/29/2019,4/29/2019,2019-Q2,201904,75,Canada,5976026,Retailer-4,Device-3,Device-1 i5-8350/8/256,PGUXXXX, 1 , -   
7/21/2018,7/21/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/256 GPU,-0NRXXXX, 1 , -   
3/5/2017,3/5/2017,2017-Q1,201703,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 3 , -   
11/30/2017,11/30/2017,2017-Q4,201711,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/16/512 GPU,-0NL-00002, 0 , -   
8/23/2018,8/23/2018,2018-Q3,201808,75,Canada,5976026,Retailer-4,Device-3,Device-1 i7/8/256 GPU,-0N4-00002, 0 , -   
5/16/2017,5/16/2017,2017-Q2,201705,75,Canada,5976026,Retailer-4,Device-1,Device-1 256GB i7 8GB,*!Q9XXXX, 1 , -   
7/22/2018,7/22/2018,2018-Q3,201807,75,Canada,5976026,Retailer-4,Device-4,Device-1 i7/16/1TB GPU,FV-0XXXX, 1 , -   
4/19/2019,4/19/2019,2019-Q2,201904,75,Canada,5976026,Retailer-4,Device-2,Device-1 128GB i5 8GB Demo M1796,FN-0XXXX, 0 , -   
